,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent,Target
2157,1975,3,5,34176.0,0,1,1,1,0,3,3,0,0,0,0,0,0,28,3
2158,1955,4,3,58482.0,0,1,2,7,4,9,6,0,1,0,0,0,0,731,0
2159,1965,2,4,59686.0,0,1,1,4,1,6,4,0,0,0,0,0,0,274,0
2160,1964,4,3,60896.0,0,1,3,9,10,4,6,0,0,0,0,0,1,1701,0
2161,1980,2,5,62994.0,1,0,1,6,2,4,6,0,0,0,0,0,0,312,0
2162,1957,2,5,47320.0,0,1,6,5,1,8,6,0,0,0,0,0,0,414,0
2163,1949,0,6,74859.0,0,0,1,6,5,11,3,0,0,0,1,0,0,1565,1
2164,1992,1,4,15253.0,1,0,2,1,0,3,7,0,0,0,0,0,0,29,3
2165,1974,4,4,31560.0,1,0,2,2,1,3,8,0,0,0,0,0,0,94,3
2166,1954,2,2,72071.0,0,1,3,5,4,8,2,0,0,0,0,0,0,1338,1
2167,1990,3,4,91172.0,0,0,0,4,3,7,3,1,0,1,1,1,1,1092,1
2168,1984,2,3,90000.0,0,0,1,4,8,5,1,1,0,1,1,0,0,1479,1
2169,1981,2,4,41967.0,1,1,1,1,0,3,4,0,0,0,0,0,0,54,0
2170,1965,2,4,69263.0,0,1,1,9,1,7,6,0,1,0,0,0,0,568,1
2171,1970,0,2,65706.0,0,0,1,11,3,12,7,0,1,1,0,1,1,1199,1
2172,1975,2,5,60934.0,0,1,2,6,4,11,4,0,0,0,0,0,0,873,0
2173,1951,2,3,71965.0,0,1,3,6,3,5,3,0,0,0,0,0,0,1213,1
2174,1955,2,3,65210.0,0,1,2,9,3,8,6,0,1,0,1,0,0,731,1
2175,1975,4,3,79174.0,0,0,1,5,6,7,2,0,0,1,1,0,1,2043,1
2176,1967,3,2,81380.0,0,0,1,4,2,10,2,0,0,0,0,0,0,1893,1
2177,1973,4,7,48432.0,0,1,5,7,1,6,8,0,0,0,0,0,0,424,0
2178,1971,2,3,52914.0,0,1,2,7,3,3,7,1,0,0,0,0,0,575,0
2179,1955,2,5,38946.0,0,1,2,3,1,6,5,0,0,0,0,0,0,257,3
2180,1974,2,3,26067.0,1,0,3,3,0,3,8,0,0,0,0,0,0,56,3
2181,1972,4,3,44325.0,0,1,4,8,2,7,8,0,1,0,0,0,0,542,0
2182,1964,2,3,42523.0,0,0,1,1,1,4,2,0,0,0,0,0,0,125,0
2183,1978,1,4,26487.0,1,0,3,2,1,3,5,0,0,0,0,0,0,69,3
2184,1957,0,3,53233.0,0,1,1,1,0,3,4,0,0,0,0,0,0,40,0
2185,1960,2,3,67716.0,0,1,4,7,4,13,5,0,1,0,0,0,0,1016,1
2186,1972,3,3,76234.0,0,1,1,8,3,11,3,0,1,0,0,0,0,907,1
2187,1956,4,3,84117.0,0,0,1,7,10,6,2,0,0,1,0,0,0,1566,1
2188,1957,3,5,65487.0,0,0,3,3,5,6,2,0,0,0,0,0,0,1169,1
2189,1972,1,3,25224.0,1,0,2,1,1,3,3,0,0,0,0,0,0,46,3
2190,1983,3,4,89616.0,0,0,1,7,5,12,2,0,0,0,0,0,1,1644,1
2191,1971,2,2,40851.0,1,1,1,1,1,2,7,0,0,0,0,0,0,59,0
2192,1947,2,3,27469.0,0,0,1,0,0,3,6,0,0,0,0,0,0,17,3
2193,1957,0,3,82347.0,0,0,1,7,7,10,3,1,0,0,1,0,1,1853,1
2194,1957,2,3,73803.0,0,1,2,9,5,6,6,1,0,0,0,0,1,1528,1
2195,1952,3,4,8820.0,1,1,4,3,0,3,8,0,0,0,0,0,0,35,3
2196,1974,2,4,43322.0,0,0,1,3,0,4,7,0,0,0,0,0,0,141,0
2197,1973,2,5,55593.0,0,1,2,6,6,3,6,1,0,0,0,0,0,546,0
2198,1954,2,3,50501.0,1,1,7,5,4,4,6,1,0,0,0,0,1,500,0
2199,1975,2,3,37085.0,1,1,4,3,0,3,8,0,0,0,0,0,0,61,3
2200,1990,1,4,16185.0,1,0,2,2,2,2,8,0,0,0,0,0,0,106,3
2201,1969,2,4,57731.0,0,1,4,8,8,6,6,0,0,0,0,0,0,704,0
2202,1973,4,7,48432.0,0,1,5,7,1,6,8,0,0,0,0,0,1,424,0
2203,1978,2,3,73807.0,0,1,2,5,5,11,2,0,0,0,0,0,0,849,1
2204,1990,2,3,18929.0,0,0,1,1,0,4,6,0,0,0,0,0,0,85,3
2205,1968,2,4,35893.0,1,1,6,3,1,5,8,0,0,0,0,0,0,199,3
2206,1980,2,3,61014.0,0,1,4,9,3,4,7,0,0,0,0,0,0,1147,0
2207,1954,2,5,32144.0,1,1,4,2,1,3,7,0,1,0,0,0,0,54,3
2208,1963,1,5,14918.0,0,1,1,1,0,3,6,0,0,0,0,0,0,43,3
2209,1963,2,2,45146.0,1,1,2,1,1,2,4,0,0,0,0,0,0,53,0
2210,1955,0,2,41769.0,0,1,6,8,1,7,8,0,0,0,0,0,0,521,0
2211,1981,2,5,88325.0,0,0,1,6,2,9,2,0,0,0,0,0,0,1623,1
2212,1950,3,2,38054.0,1,1,2,2,0,3,7,0,0,0,0,0,0,45,3
2213,1995,0,4,80617.0,0,0,1,4,6,8,2,0,0,0,0,0,0,1435,1
2214,1976,2,3,5305.0,0,1,0,1,0,0,13,0,0,0,0,0,0,32,3
2215,1954,2,5,36807.0,1,1,1,1,0,2,6,0,0,0,0,0,0,16,3
2216,1983,2,5,28427.0,1,0,2,2,0,3,8,0,0,0,0,0,0,52,3
2217,1948,4,6,82032.0,0,0,0,4,6,7,1,0,0,0,0,0,0,1234,1
2218,1978,2,5,22775.0,1,0,1,1,0,2,8,0,0,0,0,0,0,15,3
2219,1985,3,5,40101.0,1,0,4,6,1,6,7,0,0,0,0,0,0,415,3
2220,1979,2,3,58025.0,0,1,3,3,2,10,4,0,0,0,0,0,0,470,0
2221,1982,3,4,75777.0,0,0,1,3,6,11,1,0,1,1,0,0,1,1438,1
2222,1979,0,5,7500.0,1,0,4,3,2,2,7,0,0,0,0,0,0,53,3
2223,1963,3,3,33562.0,1,2,3,2,0,4,4,0,0,0,0,0,0,51,3
2224,1970,4,4,57642.0,0,1,3,7,6,6,4,1,0,0,0,0,0,679,0
2225,1968,2,5,58554.0,1,1,6,8,2,6,7,0,0,0,0,0,0,586,0
2226,1979,2,3,63777.0,1,1,8,11,1,6,8,0,0,0,0,0,0,653,0
2227,1962,2,4,57967.0,0,1,5,4,2,8,5,0,0,0,0,0,0,468,0
2228,1978,0,5,51381.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1679,0
2229,1972,2,3,24434.0,2,0,2,2,1,2,7,0,0,0,0,0,0,50,3
2230,1984,2,4,11012.0,1,0,3,3,1,2,9,1,0,0,0,0,0,84,3
2231,1970,3,4,44802.0,0,0,2,9,4,12,8,0,0,0,0,0,0,1049,0
2232,1986,2,4,26816.0,0,0,1,0,0,3,4,0,0,0,0,0,0,22,3
2233,1977,2,5,666666.0,1,0,4,3,1,3,6,0,0,0,0,0,0,62,2
2234,1974,2,3,34421.0,1,0,1,1,0,2,7,0,0,0,0,0,0,30,3
2235,1967,2,3,61223.0,0,1,2,9,3,4,5,0,0,0,0,0,0,1341,0
2236,1946,4,5,64014.0,2,1,7,8,2,5,7,0,0,0,1,0,0,444,0
2237,1981,2,2,56981.0,0,0,1,2,3,13,6,0,1,0,0,0,0,1241,0
2238,1956,3,5,69245.0,0,1,2,6,5,10,3,0,0,0,0,0,0,843,1
2239,1954,4,3,52869.0,1,1,3,3,1,4,7,0,0,0,0,0,1,172,0
